,store,sido,gungu,store_address
1268,제주성산점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 고성오조로 71-1 
1269,제주신연동점,제주,제주시,제주 제주시 연동 1496번지 연화1로
1270,제주연동점,제주,제주시,제주 제주시 연동 285-9
1271,제주영어교육도시점,제주,서귀포시,제주 서귀포시 대정읍 보성리 2372-2번지
1272,제주용담점,제주특별자치도,제주시,제주특별자치도 제주시 용담로 92 (용담이동) 
1273,제주인제점,제주,제주시,제주 제주시 일도2동 355-9
1274,제주일도점(4),제주,제주시,제주 제주시 일도2동 100-5번지
1275,제주평화로점,제주특별자치도,제주시,제주특별자치도 제주시 애월읍 평화로 2157 상가-5(프시케월드1층)
1276,제주함덕점,제주,북제주군,제주 북제주군 조천읍 함덕리 1252-2
1277,제주협재점,제주특별자치도,제주시,제주특별자치도 제주시 한림읍 협재1길 44 1층
1278,제주화북점(올리브치킨),제주특별자치도,제주시,제주특별자치도 제주시 일주동로 197 (화북일동) 1층
1279,제천장락점(CAFE),충북,제천시,충북 제천시 장락동 431-38 1층 103
1280,조치원점,세종특별자치시,조치원읍,세종특별자치시 조치원읍 섭골길 20 1동 1층상가
1281,종로3가점,서울,종로구,서울 종로구 낙원동 150-1 파고다빌딩 1층
1282,종암1동점(cafe),서울,성북구,서울 성북구 종암동 84-39번지 1층
1283,중계은행점,서울,노원구,서울 노원구 중계동 366-10 중원코아빌딩 1층 105
1284,중계중앙점,서울,노원구,서울 노원구 중계동 360-15 건영A상가 107
1285,중랑역점,서울특별시,중랑구,"서울특별시 중랑구 중랑천로12길 45 (상봉동, 지앤지 2층"
1286,증산신도시점,경남,양산시,경남 양산시 물금읍 가촌리 1280-4 나래메트로 D동 109호
1287,지산행복점,대구광역시,수성구,대구광역시 수성구 지산로3길 69 (지산동) 
1288,지산행복점,대구광역시,수성구,대구광역시 수성구 지산로3길 69 (지산동) 
1289,지현예성점,충청북도,충주시,충청북도 충주시 예성로 60-1 (지현동) 
1290,직산삼은점,충청남도,천안시,충청남도 천안시 서북구 직산읍 삼은3길 32 
1291,진월효덕점,광주광역시,남구,광주광역시 남구 화산로31번길 23 (진월동) 1층 103호(효우빌딩)
1292,진접택지점(cafe),경기,남양주시,경기 남양주시 진접읍 금곡리 1081-1번지
1293,진주망경점,경남,진주시,경남 진주시 망경동 69-54
1294,진주문산점,경상남도,진주시,경상남도 진주시 문산읍 월아산로 1089 1층
1295,진주상봉점,경남,진주시,경남 진주시 상봉동 802-1
1296,진주이현점,경남,진주시,경남 진주시 이현동 115-5
1297,진주일반성점,경남,진주시,경남 진주시 일반성면 창촌리 645-5
1298,진주초전점(2)(Express),경상남도,진주시,경상남도 진주시 초전북로61번길 6-5 (초전동) 1층
1299,진주충무공점,경상남도,진주시,"경상남도 진주시 충의로 20-17 (충무공동, 가온누리) 107호"
1300,진주칠암점,경상남도,진주시,경상남도 진주시 진주대로 828 (주약동)
1301,진주하대점,경상남도,진주시,경상남도 진주시 도동로 189 
1302,진천덕산점,충북,진천군,충북 진천군 덕산면 용몽리 588
1303,진천이월점,충북,진천군,충북 진천군 이월면 송림리 441-39
1304,진해자은점,경남,진해시,경남 진해시 자은동 911 성원아파트상가 105
1305,진해자은점(N)(express)(2),경상남도,창원시,"경상남도 창원시 진해구 냉천로 106 (자은동, 성원아 상가동 105호"
1306,진해제덕점,경상남도,창원시,경상남도 창원시 진해구 제덕로179번길 7 3동 1층
1307,진해풍호점,경남,창원시,경남 창원시 진해구 풍호동 305-8 마린푸르지오 상가 
1308,창동본점,서울특별시,도봉구,서울특별시 도봉구 마들로11가길 15 (창동) 109호
1309,창동점,서울특별시,도봉구,"서울특별시 도봉구 도봉로136가길 73 (창동, 북한산한 104-106(창동,북한산한신휴플러스)"
1310,창신점,서울,종로구,서울 종로구 창신동 22-3 1층
1311,창원남양점,경상남도,창원시,경상남도 창원시 성산구 가양로 90 (남양동) 1층
1312,창원내동점,경남,창원시,경남 창원시 내동 454-5 엑스포상가 108호
1313,창원대방점,경남,창원시,경남 창원시 성산구 대방동 331~360 355 성원3차상가1층131호
1314,창원도계점,경상남도,창원시,"경상남도 창원시 의창구 도계로60번길 7 (도계동, 트 "
1315,창원반송점,경남,창원시,경남 창원시 성산구 반림동 41 2층 208호
1316,창원사파점,경남,창원시,경남 창원시 사파동 137-1 1층
1317,창원상남점,경남,창원시,경남 창원시 상남동 49-1 명성상가 102
1318,창원상남점(express)(4),경상남도,창원시,"경상남도 창원시 성산구 동산로72번길 16 (상남동, 명 1층 103호"
1319,창원시티7점,경상남도,창원시,"경상남도 창원시 의창구 원이대로 332 (대원동, 더시 상업시설동1층 G-125호"
1320,창원신촌점,경남,창원시,경남 창원시 신촌동 22-1 양곡상가 가동 101-2호
1321,창원용호점,경상남도,창원시,경상남도 창원시 의창구 창이대로478번길 16-21 (용호동)
1322,창원이동점,경상남도,창원시,"경상남도 창원시 진해구 해원로 34 (이동, 예일빌딩) 102호"
1323,창원중앙점,경상남도,창원시,"경상남도 창원시 성산구 용지로121번길 8 (중앙동, 옥 1층"
1324,창원팔용점,경상남도,창원시,경상남도 창원시 의창구 사화로 62 (팔용동) 1층
1325,창전점,서울특별시,마포구,"서울특별시 마포구 서강로14길 5 (노고산동,1층)"
1326,천안두정점,충청남도,천안시,"충청남도 천안시 서북구 두정중7길 46 (두정동, 한성 1층 101 2호"
1327,천안목천점,충청남도,천안시,충청남도 천안시 동남구 목천읍 충절로 767 102
1328,천안병천점,충청남도,천안시,충청남도 천안시 동남구 병천면 아우내장터3길 2 
1329,천안신불당점(올리브카페),충청남도,천안시,충청남도 천안시 서북구 불당32길 24 (불당동) 102호
1330,천안신불당펜타포트점(올리브카페),충청남도,천안시,충청남도 천안시 서북구 공원로 205 (불당동) 
1331,천안차암점(올리브치킨),충청남도,천안시,충청남도 천안시 서북구 3공단6로 58-5 (차암동) 1층 120호
1332,천안청당점,충청남도,천안시,충청남도 천안시 동남구 청수7로 3-1 (청당동) 1층
1333,천안통정지구점,충청남도,천안시,"충청남도 천안시 동남구 통정3로 68 (신방동, 신방한 상가동 1층 103호"
1334,천왕역점,서울특별시,구로구,"서울특별시 구로구 오류로 30 (오류동, 천왕연지타운1 "
1335,천호점,서울,강동구,서울 강동구 천호3동 169-35
1336,철산본점,경기도,광명시,"경기도 광명시 시청로 124 ,103(철산동1층)"
1337,철원동송점,강원,철원군,강원 철원군 동송읍 이평리 680-59
1338,청계목대점(펀앤정),전남,무안군,전남 무안군 청계면 도림리 311-19
1339,청담점,서울특별시,강남구,서울특별시 강남구 도산대로72길 28 (청담동) 지층(청담동)
1340,청라타워점,인천광역시,서구,"인천광역시 서구 청라커낼로260번길 7-19 (경서동,청라에이스프라자107호)"
1341,청원강내점,충북,청원군,충북 청원군 강내면 태성탑연로 448-32
1342,청원부용점(펀앤정),충청북도,진천군,충청북도 진천군 덕산면 초금로 753 
1343,청주금천점,충북,청주시,충북 청주시 상당구  금천동 303
1344,청주복대점,충북,청주시,충북 청주시 흥덕구 복대동 2277번지
1345,청주봉명점,충청북도,청주시,충청북도 청주시 흥덕구 1순환로512번길 39 (봉명동) 1층
1346,청주분평점,충북,청주시,충북 청주시 흥덕구 분평동 1405
1347,청주사직점,충청북도,청주시,충청북도 청주시 흥덕구 창직로29번길 30 (사창동) 
1348,청주산남중앙점,충청북도,청주시,충청북도 청주시 서원구 두꺼비로45번길 18 (산남동) 1층 101호(산남푸르지오)
1349,청주율량점,충청북도,청주시,"충청북도 청주시 청원구 율봉로176번길 55 (율량동,  "
1350,청주풍광점,충청북도,청주시,충청북도 청주시 흥덕구 풍산로47번길 57 (가경동) 1층
1351,청주하복대점,충청북도,청주시,"충청북도 청주시 흥덕구 짐대로 6 (복대동, 벽산아파 101호"
1352,총신대점,서울,동작구,서울 동작구 사당5동 217-2번지
1353,추자점,제주특별자치도,제주시,제주특별자치도 제주시 추자면 추자로 14-4 
1354,춘천강북점(올리브치킨),강원도,춘천시,강원도 춘천시 충열로16번길 21-20 (우두동) 1층
1355,춘천거두점,강원도,춘천시,강원도 춘천시 동내면 거두택지길 10 1층
1356,춘천봄내행운점(올리브치킨),강원도,춘천시,강원도 춘천시 퇴계로 221 (석사동) 
1357,춘천석사점,강원,춘천시,강원 춘천시 퇴계동 971-2번지  1층
1358,춘천애막골점,강원도,춘천시,강원도 춘천시 우석로85번길 20-6 (석사동) 
1359,춘천온의점,강원,춘천시,강원 춘천시 온의동 650-30
1360,춘천후평시장점,강원도,춘천시,강원도 춘천시 춘천로296번길 6 (후평동) 
1361,충남당진점,충남,당진군,충남 당진군 당진읍 채운리 250-20 1층
1362,충남대산점,충남,서산시,충남 서산시 대산읍 대산리 119번지 대산종합상가내
1363,"충남동대점(타변,올리브카페)",충청남도,보령시,충청남도 보령시 작은오랏3길 7 (동대동) 
1364,충남둔포점,충남,아산시,충남 아산시 둔포면 둔포리 415-14
1365,충남배방점,충남,아산시,충남 아산시 배방면 공수리 65-4
1366,충남부여점,충청남도,부여군,충청남도 부여군 부여읍 월함로 9 
1367,충남서산석남점,충남,서산시,충남 서산시 석림동 673-9
1368,충남서산예천점,충남,서산시,충남 서산시 예천동 665-7
1369,충남서산점,충남,서산시,충남 서산시 동문동 59-33
1370,충남석문점,충남,당진군,충남 당진군 석문면 삼봉리 853-21
1371,충남송산점,충청남도,당진시,충청남도 당진시 송산면 송산로 783 103(현대빌딩1층102호)
1372,충남송악점,충남,당진군,충남 당진군 송악면 기지시리 153-30
1373,충남신창점,충청남도,아산시,충청남도 아산시 신창면 온천대로 820 
1374,충남아산인주점,충남,아산시,충남 아산시 인주면 밀두리 137-2
1375,충남예산점,충남,예산군,충남 예산군 예산읍 주교리 349-3번지
1376,충남웅천점,충청남도,보령시,충청남도 보령시 웅천읍 장터중앙길 133-11 (한창약국 
1377,충남장항점,충청남도,서천군,충청남도 서천군 장항읍 성주로 1 
1378,충남청양점,충청남도,청양군,충청남도 청양군 청양읍 중앙로 84 
1379,충남태안남문점,충청남도,태안군,충청남도 태안군 태안읍 중앙로 40-1 
1380,충남홍성본점,충남,홍성군,충남 홍성군 홍성읍 오관리 552-3번지 
1381,충북광혜원점,충북,진천군,충북 진천군 광혜원면 광혜원리 419~650 529-65
1382,충북괴산점,충북,괴산군,충북 괴산군 괴산읍 동부리 646-3
1383,충북노은점,충청북도,충주시,충청북도 충주시 노은면 연하중앙길 41 
1384,충북단양점,충북,단양군,충북 단양군 단양읍 도전리 179번지
1385,충북보은점,충청북도,보은군,충청북도 보은군 보은읍 보은로 120 
1386,충북영동점(펀&정),충북,영동군,충북 영동군 영동읍 계산리 695-7번지
1387,충북오창과학단지점,충청북도,청주시,충청북도 청주시 청원구 오창읍 구룡2길 67-3 
1388,충북옥산점,충청북도,청원군,충청북도 청원군 옥산면 청주역로 651-1 
1389,충북옥천점,충청북도,옥천군,충청북도 옥천군 옥천읍 문장로 31 (2층 201호)
1390,충북음성삼성점,충청북도,음성군,충청북도 음성군 삼성면 대성로 625 
1391,충북음성점,충북,음성군,충북 음성군 음성읍 읍내리 479-13
1392,충북증평점,충북,증평군,충북 증평군 증평읍 신동리 15번지
1393,충북혁신도시점,충청북도,음성군,충청북도 음성군 맹동면 원중로 1404 미래빌딩
1394,충정로점,서울,서대문구,서울 서대문구 충정로3가 3-96 1층
1395,충주목행점,충북,충주시,충북 충주시 목행동 536번지
1396,충주산척점,충청북도,충주시,충청북도 충주시 산척면 동산로 735 
1397,충주앙성점,충청북도,충주시,충청북도 충주시 앙성면 가곡로 1032 
1398,충주용산점,충청북도,충주시,충청북도 충주시 금봉8길 1 (용산동) 
1399,충주용산점(express)(4),충청북도,충주시,충청북도 충주시 금봉8길 1 (용산동) 
1400,충주칠금점,충청북도,충주시,"충청북도 충주시 금릉로 48 (칠금동, 상가동) 105호"
1401,칠곡학정점,대구광역시,북구,대구광역시 북구 칠곡중앙대로118길 20 (읍내동) 104호
1402,태백장성점,강원,태백시,강원 태백시 장성동 150-13번지 4/1
1403,태안안면점,충청남도,태안군,충청남도 태안군 안면읍 장터로 114-20 
1404,태안원북점,충청남도,태안군,충청남도 태안군 원북면 원이로 831-1 
1405,테스트매장,대구,달서구,대구 달서구 월성동 270-1 주공4단지상가 가-106호
1406,통영도천점,경상남도,통영시,"경상남도 통영시 도천상가안길 73 (도천동, 신한토탈 114호"
1407,통영북신점,경상남도,통영시,경상남도 통영시 장골로 25 (북신동) 지하2층 206호(북신동)
1408,통영안정점,경상남도,통영시,경상남도 통영시 광도면 안정1길 55 (통영현대성우오 101호 2단지 상가(현대성우오스타)
1409,파인타운점,서울특별시,송파구,"서울특별시 송파구 새말로6길 49 (문정동, 석재빌) 1층"
1410,파주문산점,경기도,파주시,경기도 파주시 문산읍 독산로 41-1 1층
1411,파주야당점,경기도,파주시,경기도 파주시 경의로 1070 (야당동) 
1412,파주운정점,경기도,파주시,"경기도 파주시 미래로 562 (와동동, 가람마을9단지남 "
1413,파주LCD점,경기,파주시,경기 파주시 탄현면 금승리 11번지 102호
1414,평내1점,경기도,남양주시,"경기도 남양주시 평내로29번안길 34 ,101(평내동,모던빌)"
1415,평산행복점,대구,서구,대구 서구 평리동 721-10
1416,평택고덕태평점,경기,평택시,경기 평택시 고덕면 궁리 72-1번지 외 1필지
1417,평택동삭점,경기도,평택시,경기도 평택시 서재로 43 (동삭동) 101호
1418,평택세교점(cafe),경기,평택시,경기 평택시 세교동 567-16번지
1419,평택용이점,경기,평택시,경기 평택시 용이동 464-6 101호 
1420,평택이충점,경기도,평택시,경기도 평택시 추담로 58-78 (장안동) 2동 2층 202호
1421,평택칠원점,경기,평택시,경기 평택시 칠원동 39-9
1422,평택팽성점,경기도,평택시,경기도 평택시 팽성읍 부용로 31 1층 101호(국제빌딩)
1423,평택포승점,경기도,평택시,경기도 평택시 포승읍 포승공단순환로 403 삼부르네상 상가-110
1424,포천가산점,경기도,포천시,경기도 포천시 가산면 선마로 238 
1425,포천경복대점,경기도,포천시,경기도 포천시 신북면 신평로 168 
1426,포천관인점,경기도,포천시,경기도 포천시 관인면 탄동1길 8 
1427,포천운천점(올리브카페),경기도,포천시,경기도 포천시 영북면 운천로9번길 5 1층
1428,포천이동점(펀&정),경기,포천시,경기 포천시 이동면 장암리 510-1번지
1429,포천일동점,경기,포천시,경기 포천시 일동면 기산리 91-151
1430,포항용흥점,경상북도,포항시,경상북도 포항시 북구 새마을로 68 (용흥동) 101호
1431,포항원리행운점,경상북도,포항시,경상북도 포항시 남구 오천읍 남원로 86-15 (포항원동 2동 1층 101호
1432,포항유강점,경북,포항시,경북 포항시 남구 연일읍 유강리 7블럭 1-2롯트
1433,포항장량본점,경상북도,포항시,"경상북도 포항시 북구 양덕로 60 (양덕동, 풍림아이원 1층 109호"
1434,포항장량점,경상북도,포항시,경상북도 포항시 북구 법원로 175 (양덕동) 1층 104호
1435,포항중앙점(올리브카페),경상북도,포항시,경상북도 포항시 남구 축항로 14 (해도동) 1층
1436,포항흥해점,경상북도,포항시,경상북도 포항시 북구 흥해읍 도음로 901 
1437,하남점,경기,하남시,경기 하남시 신장동 96-3
1438,하남중앙점,경기,하남시,경기 하남시 신장1동 446-12
1439,하남풍산행복점,경기,하남시,경기 하남시 덕풍3동 811-3
1440,하대원점,경기,성남시,경기 성남시 중원구 하대원동 132 
1441,하소왕암점,충청북도,제천시,충청북도 제천시 소새로1길 37 (왕암동) 
1442,하월곡점,서울,성북구,서울 성북구 하월곡동 230 동일하이빌 뉴시티 136호
1443,한강센트럴자이점(올리브카페),경기도,김포시,"경기도 김포시 태장로 845 (장기동, 한강센트럴자이1 101호"
1444,한화지구점,인천광역시,남동구,"인천광역시 남동구 앵고개로815번길 20 (논현동, 소래 비상가동 1층 102호"
1445,함안군북점(명변),경상남도,함안군,경상남도 함안군 군북면 중암10길 20 
1446,합천가야점,경상남도,합천군,경상남도 합천군 가야면 가야시장로 74 
1447,해운대중동점,부산광역시,해운대구,"부산광역시 해운대구 좌동순환로433번길 30-3 (중동,  103호"
1448,햇빛점,경기,고양시,경기 고양시 덕양구 행신동 948-1
1449,행당점,서울,성동구,서울 성동구 행당1동 292-50
1450,향남부영점,경기도,화성시,경기도 화성시 향남읍 하길로 70 (오색마을 사랑으로 상가동 103호
1451,현풍테크노폴리스점,대구광역시,달성군,대구광역시 달성군 유가면 현풍로47길 5 
1452,호계플라자,경기,안양시,경기 안양시 동안구 호계동 933-25
1453,호매실수변공원점,경기도,수원시,경기도 수원시 권선구 서수원로523번길 12-18 (금곡동 1층
1454,호텔리젠트마린점,제주특별자치도,제주시,"제주특별자치도 제주시 서부두2길 20 (건입동, 호텔리 "
1455,홍대역점,서울,마포구,서울 마포구 동교동 147-4 1층
1456,홍은2점,서울,서대문구,서울 서대문구 홍은2동 277-28
1457,홍제점,서울,서대문구,서울 서대문구 홍제동 현대원@3구역상가 118호
1458,화곡1점,서울,강서구,서울 강서구 화곡1동 358-10 
1459,화곡2점,서울,강서구,서울 강서구 화곡4동 772-63
1460,화곡5점,서울,강서구,서울 강서구 화곡6동 976-1
1461,화정별빛마을점,경기,고양시,경기 고양시 덕양구 화정2동 946
1462,화정점,경기,고양시,경기 고양시 덕양구 화정동 900-14
1463,화천간동점(펀앤정),강원,화천군,강원 화천군 간동면 오음리 634-6
1464,화천사내점,강원,화천군,강원 화천군 사내면 사창리 366-6 1/3
1465,화천점(CAFE),강원,화천군,강원 화천군 화천읍 하리 50-5  3/3
1466,횡성갑천점,강원도,횡성군,강원도 횡성군 갑천면 청정로 284-1 
1467,횡성둔내점,강원,횡성군,강원 횡성군 둔내면 자포곡리 414-10
1468,횡성우천점,강원도,횡성군,강원도 횡성군 우천면 수남로 349 
1469,횡성점,강원,횡성군,강원 횡성군 횡성읍 읍상리 292-5
1470,효자점,서울,종로구,서울 종로구 옥인동 92번지
1471,후곡행복점,경기도,고양시,"경기도 고양시 일산서구 킨텍스로 458 (일산동, 후곡 102호(일산동,후곡마을 상가동)"
1472,흑석점,서울,동작구,서울 동작구 흑석동 86-103호
1473,SK이천하이닉스점,경기도,이천시,경기도 이천시 부발읍 경충대로 2102 101
